Answer
0 ; -0,323 ; -0,598 ; -195 ; -373 ; -537 ; -688 ; -829 ; -960 ; -1,08E+03 ; -1,2E+03 ; -1,3E+03 ; -1,4E+03 ; -1,48E+03 ; -1,56E+03 ; -1,63E+03 ; -1,68E+03 ; -1,73E+03 ; -1,76E+03 ; -1,78E+03 ; -1,8E+03 ; -1,8E+03 ; -1,8E+03 ; -1,78E+03 ; -1,76E+03 ; -1,72E+03 ; -1,67E+03 ; -1,64E+03 ; -1,59E+03 ; -1,54E+03 ; -1,47E+03 ; -1,34E+03 ; -1,21E+03 ; -1,07E+03 ; -921 ; -771 ; -618 ; -465 ; -310 ; -155 ; -0,516 ; 154 ; 309 ; 464 ; 617 ; 770 ; 920 ; 1,07E+03 ; 1,21E+03 ; 1,34E+03 ; 1,47E+03 ; 1,54E+03 ; 1,59E+03 ; 1,64E+03 ; 1,67E+03 ; 1,72E+03 ; 1,76E+03 ; 1,78E+03 ; 1,8E+03 ; 1,8E+03 ; 1,8E+03 ; 1,78E+03 ; 1,76E+03 ; 1,72E+03 ; 1,68E+03 ; 1,63E+03 ; 1,56E+03 ; 1,48E+03 ; 1,4E+03 ; 1,3E+03 ; 1,19E+03 ; 1,08E+03 ; 959 ; 828 ; 688 ; 536 ; 373 ; 195 ; 0,598 ; 0,323 ; 0 ; 
0 ; -0,369 ; -0,683 ; -223 ; -426 ; -614 ; -788 ; -950 ; -1,1E+03 ; -1,24E+03 ; -1,38E+03 ; -1,5E+03 ; -1,62E+03 ; -1,72E+03 ; -1,82E+03 ; -1,9E+03 ; -1,97E+03 ; -2,02E+03 ; -2,06E+03 ; -2,09E+03 ; -2,1E+03 ; -2,11E+03 ; -2,11E+03 ; -2,09E+03 ; -2,06E+03 ; -2,02E+03 ; -1,97E+03 ; -1,93E+03 ; -1,88E+03 ; -1,81E+03 ; -1,73E+03 ; -1,58E+03 ; -1,42E+03 ; -1,25E+03 ; -1,08E+03 ; -899 ; -720 ; -540 ; -360 ; -180 ; -0,589 ; 179 ; 359 ; 539 ; 719 ; 897 ; 1,07E+03 ; 1,25E+03 ; 1,42E+03 ; 1,58E+03 ; 1,73E+03 ; 1,81E+03 ; 1,88E+03 ; 1,93E+03 ; 1,97E+03 ; 2,02E+03 ; 2,06E+03 ; 2,09E+03 ; 2,11E+03 ; 2,11E+03 ; 2,1E+03 ; 2,08E+03 ; 2,05E+03 ; 2,01E+03 ; 1,96E+03 ; 1,9E+03 ; 1,81E+03 ; 1,72E+03 ; 1,62E+03 ; 1,5E+03 ; 1,38E+03 ; 1,24E+03 ; 1,1E+03 ; 950 ; 788 ; 614 ; 426 ; 223 ; 0,683 ; 0,369 ; 0 ; 
0 ; -0,415 ; -0,769 ; -251 ; -480 ; -693 ; -890 ; -1,07E+03 ; -1,25E+03 ; -1,41E+03 ; -1,56E+03 ; -1,71E+03 ; -1,85E+03 ; -1,97E+03 ; -2,09E+03 ; -2,19E+03 ; -2,27E+03 ; -2,33E+03 ; -2,38E+03 ; -2,42E+03 ; -2,44E+03 ; -2,45E+03 ; -2,44E+03 ; -2,43E+03 ; -2,4E+03 ; -2,35E+03 ; -2,29E+03 ; -2,25E+03 ; -2,19E+03 ; -2,11E+03 ; -2,01E+03 ; -1,84E+03 ; -1,65E+03 ; -1,45E+03 ; -1,24E+03 ; -1,03E+03 ; -827 ; -619 ; -412 ; -206 ; -0,662 ; 205 ; 411 ; 618 ; 825 ; 1,03E+03 ; 1,24E+03 ; 1,44E+03 ; 1,64E+03 ; 1,83E+03 ; 2,01E+03 ; 2,11E+03 ; 2,19E+03 ; 2,25E+03 ; 2,29E+03 ; 2,35E+03 ; 2,4E+03 ; 2,43E+03 ; 2,44E+03 ; 2,45E+03 ; 2,44E+03 ; 2,41E+03 ; 2,38E+03 ; 2,33E+03 ; 2,27E+03 ; 2,18E+03 ; 2,08E+03 ; 1,97E+03 ; 1,85E+03 ; 1,71E+03 ; 1,56E+03 ; 1,41E+03 ; 1,25E+03 ; 1,07E+03 ; 889 ; 692 ; 480 ; 251 ; 0,768 ; 0,415 ; 0 ; 
0 ; -0,461 ; -0,854 ; -279 ; -535 ; -771 ; -991 ; -1,2E+03 ; -1,39E+03 ; -1,58E+03 ; -1,76E+03 ; -1,92E+03 ; -2,09E+03 ; -2,24E+03 ; -2,37E+03 ; -2,5E+03 ; -2,6E+03 ; -2,67E+03 ; -2,73E+03 ; -2,77E+03 ; -2,8E+03 ; -2,81E+03 ; -2,81E+03 ; -2,79E+03 ; -2,76E+03 ; -2,72E+03 ; -2,65E+03 ; -2,6E+03 ; -2,54E+03 ; -2,44E+03 ; -2,33E+03 ; -2,12E+03 ; -1,89E+03 ; -1,66E+03 ; -1,42E+03 ; -1,18E+03 ; -938 ; -701 ; -466 ; -233 ; -0,736 ; 232 ; 465 ; 700 ; 937 ; 1,18E+03 ; 1,42E+03 ; 1,66E+03 ; 1,89E+03 ; 2,12E+03 ; 2,33E+03 ; 2,44E+03 ; 2,53E+03 ; 2,6E+03 ; 2,65E+03 ; 2,71E+03 ; 2,76E+03 ; 2,79E+03 ; 2,81E+03 ; 2,81E+03 ; 2,8E+03 ; 2,77E+03 ; 2,73E+03 ; 2,67E+03 ; 2,6E+03 ; 2,49E+03 ; 2,37E+03 ; 2,23E+03 ; 2,08E+03 ; 1,92E+03 ; 1,75E+03 ; 1,58E+03 ; 1,39E+03 ; 1,2E+03 ; 991 ; 770 ; 534 ; 279 ; 0,853 ; 0,461 ; 0 ; 
0 ; -0,507 ; -0,938 ; -307 ; -588 ; -848 ; -1,09E+03 ; -1,32E+03 ; -1,54E+03 ; -1,75E+03 ; -1,95E+03 ; -2,14E+03 ; -2,33E+03 ; -2,51E+03 ; -2,68E+03 ; -2,83E+03 ; -2,96E+03 ; -3,05E+03 ; -3,12E+03 ; -3,17E+03 ; -3,2E+03 ; -3,21E+03 ; -3,21E+03 ; -3,19E+03 ; -3,16E+03 ; -3,11E+03 ; -3,05E+03 ; -3E+03 ; -2,92E+03 ; -2,82E+03 ; -2,68E+03 ; -2,43E+03 ; -2,16E+03 ; -1,88E+03 ; -1,6E+03 ; -1,33E+03 ; -1,05E+03 ; -785 ; -521 ; -260 ; -0,808 ; 259 ; 519 ; 783 ; 1,05E+03 ; 1,32E+03 ; 1,6E+03 ; 1,88E+03 ; 2,16E+03 ; 2,43E+03 ; 2,68E+03 ; 2,82E+03 ; 2,92E+03 ; 3E+03 ; 3,05E+03 ; 3,11E+03 ; 3,16E+03 ; 3,19E+03 ; 3,21E+03 ; 3,21E+03 ; 3,2E+03 ; 3,17E+03 ; 3,12E+03 ; 3,05E+03 ; 2,96E+03 ; 2,83E+03 ; 2,68E+03 ; 2,51E+03 ; 2,33E+03 ; 2,14E+03 ; 1,95E+03 ; 1,75E+03 ; 1,54E+03 ; 1,32E+03 ; 1,09E+03 ; 848 ; 587 ; 307 ; 0,937 ; 0,506 ; 0 ; 
0 ; -0,55 ; -1,02 ; -334 ; -640 ; -924 ; -1,19E+03 ; -1,44E+03 ; -1,68E+03 ; -1,91E+03 ; -2,14E+03 ; -2,36E+03 ; -2,58E+03 ; -2,79E+03 ; -3E+03 ; -3,2E+03 ; -3,36E+03 ; -3,47E+03 ; -3,55E+03 ; -3,6E+03 ; -3,63E+03 ; -3,64E+03 ; -3,64E+03 ; -3,62E+03 ; -3,59E+03 ; -3,55E+03 ; -3,49E+03 ; -3,44E+03 ; -3,36E+03 ; -3,24E+03 ; -3,09E+03 ; -2,78E+03 ; -2,45E+03 ; -2,12E+03 ; -1,79E+03 ; -1,48E+03 ; -1,17E+03 ; -868 ; -575 ; -287 ; -0,879 ; 285 ; 573 ; 866 ; 1,17E+03 ; 1,47E+03 ; 1,79E+03 ; 2,12E+03 ; 2,45E+03 ; 2,78E+03 ; 3,08E+03 ; 3,24E+03 ; 3,36E+03 ; 3,44E+03 ; 3,48E+03 ; 3,55E+03 ; 3,59E+03 ; 3,62E+03 ; 3,64E+03 ; 3,64E+03 ; 3,63E+03 ; 3,6E+03 ; 3,55E+03 ; 3,47E+03 ; 3,35E+03 ; 3,19E+03 ; 3E+03 ; 2,79E+03 ; 2,58E+03 ; 2,36E+03 ; 2,14E+03 ; 1,91E+03 ; 1,68E+03 ; 1,44E+03 ; 1,19E+03 ; 923 ; 639 ; 333 ; 1,02 ; 0,55 ; 0 ; 
0 ; -0,592 ; -1,1 ; -359 ; -689 ; -995 ; -1,28E+03 ; -1,56E+03 ; -1,82E+03 ; -2,07E+03 ; -2,32E+03 ; -2,57E+03 ; -2,82E+03 ; -3,08E+03 ; -3,34E+03 ; -3,59E+03 ; -3,8E+03 ; -3,94E+03 ; -4,03E+03 ; -4,08E+03 ; -4,1E+03 ; -4,11E+03 ; -4,11E+03 ; -4,09E+03 ; -4,06E+03 ; -4,02E+03 ; -3,97E+03 ; -3,93E+03 ; -3,86E+03 ; -3,74E+03 ; -3,55E+03 ; -3,17E+03 ; -2,76E+03 ; -2,36E+03 ; -1,98E+03 ; -1,62E+03 ; -1,28E+03 ; -949 ; -628 ; -313 ; -0,948 ; 311 ; 626 ; 947 ; 1,28E+03 ; 1,62E+03 ; 1,98E+03 ; 2,36E+03 ; 2,76E+03 ; 3,17E+03 ; 3,55E+03 ; 3,73E+03 ; 3,85E+03 ; 3,92E+03 ; 3,97E+03 ; 4,02E+03 ; 4,06E+03 ; 4,09E+03 ; 4,1E+03 ; 4,11E+03 ; 4,1E+03 ; 4,07E+03 ; 4,03E+03 ; 3,94E+03 ; 3,8E+03 ; 3,59E+03 ; 3,34E+03 ; 3,07E+03 ; 2,82E+03 ; 2,57E+03 ; 2,32E+03 ; 2,07E+03 ; 1,82E+03 ; 1,55E+03 ; 1,28E+03 ; 995 ; 689 ; 359 ; 1,1 ; 0,592 ; 0 ; 
0 ; -0,632 ; -1,17 ; -383 ; -735 ; -1,06E+03 ; -1,37E+03 ; -1,66E+03 ; -1,94E+03 ; -2,22E+03 ; -2,49E+03 ; -2,76E+03 ; -3,04E+03 ; -3,34E+03 ; -3,66E+03 ; -4,03E+03 ; -4,33E+03 ; -4,51E+03 ; -4,57E+03 ; -4,6E+03 ; -4,61E+03 ; -4,61E+03 ; -4,61E+03 ; -4,59E+03 ; -4,57E+03 ; -4,54E+03 ; -4,5E+03 ; -4,47E+03 ; -4,42E+03 ; -4,33E+03 ; -4,11E+03 ; -3,61E+03 ; -3,07E+03 ; -2,59E+03 ; -2,16E+03 ; -1,76E+03 ; -1,38E+03 ; -1,02E+03 ; -676 ; -337 ; -1,01 ; 335 ; 674 ; 1,02E+03 ; 1,38E+03 ; 1,76E+03 ; 2,16E+03 ; 2,59E+03 ; 3,06E+03 ; 3,61E+03 ; 4,11E+03 ; 4,33E+03 ; 4,42E+03 ; 4,46E+03 ; 4,49E+03 ; 4,53E+03 ; 4,56E+03 ; 4,59E+03 ; 4,6E+03 ; 4,61E+03 ; 4,61E+03 ; 4,59E+03 ; 4,57E+03 ; 4,5E+03 ; 4,32E+03 ; 4,02E+03 ; 3,66E+03 ; 3,34E+03 ; 3,04E+03 ; 2,76E+03 ; 2,49E+03 ; 2,22E+03 ; 1,94E+03 ; 1,66E+03 ; 1,37E+03 ; 1,06E+03 ; 735 ; 383 ; 1,17 ; 0,631 ; 0 ; 
0 ; -0,668 ; -1,24 ; -405 ; -778 ; -1,12E+03 ; -1,45E+03 ; -1,76E+03 ; -2,06E+03 ; -2,35E+03 ; -2,64E+03 ; -2,93E+03 ; -3,24E+03 ; -3,57E+03 ; -3,93E+03 ; -4,37E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,15E+03 ; -5,14E+03 ; -5,12E+03 ; -5,1E+03 ; -5,08E+03 ; -5,06E+03 ; -5,05E+03 ; -5,04E+03 ; -5,03E+03 ; -5,03E+03 ; -3,96E+03 ; -3,32E+03 ; -2,79E+03 ; -2,31E+03 ; -1,88E+03 ; -1,47E+03 ; -1,09E+03 ; -720 ; -358 ; -1,07 ; 356 ; 718 ; 1,09E+03 ; 1,47E+03 ; 1,88E+03 ; 2,31E+03 ; 2,78E+03 ; 3,32E+03 ; 3,96E+03 ; 5,03E+03 ; 5,03E+03 ; 5,04E+03 ; 5,04E+03 ; 5,06E+03 ; 5,08E+03 ; 5,1E+03 ; 5,12E+03 ; 5,13E+03 ; 5,15E+03 ; 5,15E+03 ; 5,16E+03 ; 5,16E+03 ; 5,15E+03 ; 5,15E+03 ; 4,37E+03 ; 3,93E+03 ; 3,56E+03 ; 3,24E+03 ; 2,93E+03 ; 2,64E+03 ; 2,35E+03 ; 2,06E+03 ; 1,76E+03 ; 1,45E+03 ; 1,12E+03 ; 777 ; 405 ; 1,24 ; 0,667 ; 0 ; 
0 ; -0,708 ; -1,31 ; -430 ; -825 ; -1,19E+03 ; -1,54E+03 ; -1,86E+03 ; -2,18E+03 ; -2,49E+03 ; -2,8E+03 ; -3,11E+03 ; -3,43E+03 ; -3,78E+03 ; -4,17E+03 ; -4,64E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,16E+03 ; -5,15E+03 ; -5,14E+03 ; -5,13E+03 ; -5,11E+03 ; -5,08E+03 ; -5,06E+03 ; -5,05E+03 ; -5,04E+03 ; -5,03E+03 ; -5,03E+03 ; -4,24E+03 ; -3,55E+03 ; -2,97E+03 ; -2,46E+03 ; -2E+03 ; -1,57E+03 ; -1,16E+03 ; -767 ; -382 ; -1,14 ; 379 ; 764 ; 1,16E+03 ; 1,57E+03 ; 2E+03 ; 2,46E+03 ; 2,97E+03 ; 3,54E+03 ; 4,23E+03 ; 5,03E+03 ; 5,03E+03 ; 5,03E+03 ; 5,04E+03 ; 5,06E+03 ; 5,08E+03 ; 5,1E+03 ; 5,12E+03 ; 5,14E+03 ; 5,15E+03 ; 5,15E+03 ; 5,16E+03 ; 5,16E+03 ; 5,15E+03 ; 5,15E+03 ; 4,64E+03 ; 4,17E+03 ; 3,78E+03 ; 3,43E+03 ; 3,11E+03 ; 2,8E+03 ; 2,49E+03 ; 2,18E+03 ; 1,86E+03 ; 1,54E+03 ; 1,19E+03 ; 824 ; 430 ; 1,31 ; 0,708 ; 0 ; 
